title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,location
"Old Oil Drum in Gutter",https://www.fixmystreet.com/report/235,"2007-02-22 10:22:35 UTC",fixed,"2007-02-22 15:30:19 UTC",Other,"2007-03-09 12:56:54 UTC",51.36002761,-2.351523195,"Combe Down","{""latitude"":51.36002761,""longitude"":-2.351523195,""geojson"":{""type"":""Point"",""coordinates"":[-2.351523195,51.36002761]}}"
"Series of drain covers collapsing with deep holes",https://www.fixmystreet.com/report/636261,"2015-05-19 08:57:54 UTC","fixed - user","2015-05-19 09:00:11 UTC",Potholes,"2015-06-17 06:39:35 UTC",51.402357,-2.459576,Saltford,"{""latitude"":51.402357,""longitude"":-2.459576,""geojson"":{""type"":""Point"",""coordinates"":[-2.459576,51.402357]}}"
"Overhanging foliage blocks path",https://www.fixmystreet.com/report/190200,"2011-06-20 10:46:14 UTC","fixed - user","2011-06-20 10:50:07 UTC",Pavements/footpaths,"2011-09-03 18:31:52 UTC",51.385419,-2.379022,Kingsmead,"{""latitude"":51.385419,""longitude"":-2.379022,""geojson"":{""type"":""Point"",""coordinates"":[-2.379022,51.385419]}}"
"Flyposting on traffic light post",https://www.fixmystreet.com/report/189250,"2011-06-13 20:04:46 UTC",fixed,"2011-06-13 20:05:07 UTC",Flyposting,"2012-07-15 23:21:23 UTC",51.391978,-2.351898,Walcot,"{""latitude"":51.391978,""longitude"":-2.351898,""geojson"":{""type"":""Point"",""coordinates"":[-2.351898,51.391978]}}"
"Very deep pothole",https://www.fixmystreet.com/report/10821,"2007-11-18 18:59:25 UTC",confirmed,"2007-11-18 22:15:02 UTC",Potholes,"2007-11-18 22:15:02 UTC",51.36340651,-2.365002153,Lyncombe,"{""latitude"":51.36340651,""longitude"":-2.365002153,""geojson"":{""type"":""Point"",""coordinates"":[-2.365002153,51.36340651]}}"
"Fly tipping of a disued wooden single bed",https://www.fixmystreet.com/report/297964,"2012-12-14 09:02:53 UTC",confirmed,"2012-12-14 09:05:09 UTC",Flytipping,"2012-12-14 09:05:09 UTC",51.39968533,-2.350091622,Lambridge,"{""latitude"":51.39968533,""longitude"":-2.350091622,""geojson"":{""type"":""Point"",""coordinates"":[-2.350091622,51.39968533]}}"
"Blocked drain causes flooding under bridge",https://www.fixmystreet.com/report/312000,"2013-01-23 13:51:07 UTC","fixed - user","2013-01-23 13:55:20 UTC",Roads/highways,"2013-02-20 14:02:08 UTC",51.37979359,-2.387718408,Westmoreland,"{""latitude"":51.37979359,""longitude"":-2.387718408,""geojson"":{""type"":""Point"",""coordinates"":[-2.387718408,51.37979359]}}"
"Damaged pedestrian barrier",https://www.fixmystreet.com/report/62801,"2009-06-24 15:34:20 UTC",fixed,"2009-06-24 15:40:03 UTC",Other,"2009-07-23 07:42:20 UTC",51.41485553,-2.497235986,"Keynsham North","{""latitude"":51.41485553,""longitude"":-2.497235986,""geojson"":{""type"":""Point"",""coordinates"":[-2.497235986,51.41485553]}}"
"Bench pulled from plinth",https://www.fixmystreet.com/report/276401,"2012-09-06 09:25:42 UTC",confirmed,"2012-09-06 09:30:13 UTC",Parks/landscapes,"2012-09-06 09:30:13 UTC",51.400661,-2.346685,Lambridge,"{""latitude"":51.400661,""longitude"":-2.346685,""geojson"":{""type"":""Point"",""coordinates"":[-2.346685,51.400661]}}"
"Massive hole on side of the road",https://www.fixmystreet.com/report/442031,"2014-02-18 10:05:26 UTC","fixed - user","2014-02-18 10:10:29 UTC",Potholes,"2015-02-13 21:08:29 UTC",51.35850638,-2.37607215,"Odd Down","{""latitude"":51.35850638,""longitude"":-2.37607215,""geojson"":{""type"":""Point"",""coordinates"":[-2.37607215,51.35850638]}}"
"Upside down sign",https://www.fixmystreet.com/report/411485,"2013-12-14 14:58:16 UTC","fixed - user","2013-12-14 15:00:11 UTC","Road traffic signs","2014-01-02 12:55:40 UTC",51.389184,-2.36493,Lansdown,"{""latitude"":51.389184,""longitude"":-2.36493,""geojson"":{""type"":""Point"",""coordinates"":[-2.36493,51.389184]}}"
"Pedestrian crossing button is broken on the towards Bristol side of the road",https://www.fixmystreet.com/report/252958,"2012-05-23 07:19:34 UTC","fixed - user","2012-05-23 07:25:11 UTC","Traffic lights","2012-06-20 07:54:39 UTC",51.380822,-2.387364,Westmoreland,"{""latitude"":51.380822,""longitude"":-2.387364,""geojson"":{""type"":""Point"",""coordinates"":[-2.387364,51.380822]}}"
Potholes,https://www.fixmystreet.com/report/446883,"2014-02-27 13:24:09 UTC",confirmed,"2014-02-27 13:25:28 UTC",Potholes,"2014-02-27 13:25:28 UTC",51.37746478,-2.378611224,Oldfield,"{""latitude"":51.37746478,""longitude"":-2.378611224,""geojson"":{""type"":""Point"",""coordinates"":[-2.378611224,51.37746478]}}"
"Broken drain cover",https://www.fixmystreet.com/report/398232,"2013-10-29 09:14:56 UTC",confirmed,"2013-10-29 09:20:09 UTC",Roads/highways,"2013-10-29 09:20:09 UTC",51.32236117,-2.508980979,"High Littleton","{""latitude"":51.32236117,""longitude"":-2.508980979,""geojson"":{""type"":""Point"",""coordinates"":[-2.508980979,51.32236117]}}"
"Dangerous potholes",https://www.fixmystreet.com/report/425514,"2014-01-20 13:56:22 UTC",confirmed,"2014-01-20 14:15:09 UTC",Potholes,"2014-01-20 14:15:09 UTC",51.366596,-2.366265,Lyncombe,"{""latitude"":51.366596,""longitude"":-2.366265,""geojson"":{""type"":""Point"",""coordinates"":[-2.366265,51.366596]}}"
"Pot holes, Ashmead road, Keynsham, Bristol",https://www.fixmystreet.com/report/491836,"2014-06-22 12:54:57 UTC","fixed - user","2014-06-22 13:00:18 UTC",Potholes,"2014-08-18 20:53:13 UTC",51.41280283,-2.47820154,Keynsham,"{""latitude"":51.41280283,""longitude"":-2.47820154,""geojson"":{""type"":""Point"",""coordinates"":[-2.47820154,51.41280283]}}"
"Pot holes in Park Road near Dunster Road",https://www.fixmystreet.com/report/520264,"2014-09-08 10:04:23 UTC","fixed - user","2014-09-08 10:10:35 UTC",Potholes,"2015-01-09 19:52:43 UTC",51.40824252,-2.50222968,Keynsham,"{""latitude"":51.40824252,""longitude"":-2.50222968,""geojson"":{""type"":""Point"",""coordinates"":[-2.50222968,51.40824252]}}"
"Botched pavement resurfacing",https://www.fixmystreet.com/report/614395,"2015-03-31 19:49:52 UTC","fixed - user","2015-03-31 19:50:11 UTC",Pavements/footpaths,"2015-04-14 09:36:32 UTC",51.389497,-2.366131,Lansdown,"{""latitude"":51.389497,""longitude"":-2.366131,""geojson"":{""type"":""Point"",""coordinates"":[-2.366131,51.389497]}}"
"Surface broken up",https://www.fixmystreet.com/report/167671,"2011-02-22 20:52:49 UTC",confirmed,"2011-02-22 20:55:02 UTC",Roads/highways,"2011-02-22 20:55:02 UTC",51.34238352,-2.668659851,"Nempnett Thrubwell","{""latitude"":51.34238352,""longitude"":-2.668659851,""geojson"":{""type"":""Point"",""coordinates"":[-2.668659851,51.34238352]}}"
"Noise and cars",https://www.fixmystreet.com/report/302535,"2012-12-31 01:46:25 UTC",confirmed,"2012-12-31 01:50:10 UTC",Other,"2012-12-31 01:50:10 UTC",51.28683016,-2.479035391,"Midsomer Norton","{""latitude"":51.28683016,""longitude"":-2.479035391,""geojson"":{""type"":""Point"",""coordinates"":[-2.479035391,51.28683016]}}"
Footpath,https://www.fixmystreet.com/report/70171,"2009-08-18 18:11:44 UTC",confirmed,"2009-08-18 18:15:02 UTC",Pavements/footpaths,"2009-08-18 18:15:02 UTC",51.28803454,-2.47688789,"Midsomer Norton North","{""latitude"":51.28803454,""longitude"":-2.47688789,""geojson"":{""type"":""Point"",""coordinates"":[-2.47688789,51.28803454]}}"
"Multiple deep potholes",https://www.fixmystreet.com/report/505913,"2014-07-28 10:33:28 UTC",confirmed,"2014-07-28 10:35:17 UTC",Potholes,"2014-07-28 10:35:17 UTC",51.31783489,-2.472694036,Timsbury,"{""latitude"":51.31783489,""longitude"":-2.472694036,""geojson"":{""type"":""Point"",""coordinates"":[-2.472694036,51.31783489]}}"
"Trench across the road",https://www.fixmystreet.com/report/382758,"2013-08-28 14:14:26 UTC",confirmed,"2013-08-28 14:20:23 UTC",Roads/highways,"2013-11-16 12:11:45 UTC",51.38691046,-2.389284733,Newbridge,"{""latitude"":51.38691046,""longitude"":-2.389284733,""geojson"":{""type"":""Point"",""coordinates"":[-2.389284733,51.38691046]}}"
"Road surface breaking up",https://www.fixmystreet.com/report/448481,"2014-03-03 07:27:40 UTC",confirmed,"2014-03-03 07:30:23 UTC",Potholes,"2014-03-03 07:30:23 UTC",51.42083422,-2.504196979,Keynsham,"{""latitude"":51.42083422,""longitude"":-2.504196979,""geojson"":{""type"":""Point"",""coordinates"":[-2.504196979,51.42083422]}}"
"None collection of recycling new year's eve",https://www.fixmystreet.com/report/85458,"2009-12-31 16:14:38 UTC",fixed,"2010-01-18 17:45:02 UTC","Rubbish (refuse and recycling)","2010-02-17 19:24:58 UTC",51.39424724,-2.345369402,Walcot,"{""latitude"":51.39424724,""longitude"":-2.345369402,""geojson"":{""type"":""Point"",""coordinates"":[-2.345369402,51.39424724]}}"
"Needs zebra crossing",https://www.fixmystreet.com/report/640705,"2015-05-29 13:46:29 UTC",confirmed,"2015-05-29 13:50:11 UTC",Roads/highways,"2015-05-29 13:50:11 UTC",51.400714,-2.395736,Weston,"{""latitude"":51.400714,""longitude"":-2.395736,""geojson"":{""type"":""Point"",""coordinates"":[-2.395736,51.400714]}}"
"'dead end' sign",https://www.fixmystreet.com/report/202284,"2011-09-11 07:21:53 UTC","fixed - user","2011-09-11 07:30:11 UTC","Road traffic signs","2011-10-09 08:47:46 UTC",51.405973,-2.561246,Whitchurch,"{""latitude"":51.405973,""longitude"":-2.561246,""geojson"":{""type"":""Point"",""coordinates"":[-2.561246,51.405973]}}"
Potholes,https://www.fixmystreet.com/report/477486,"2014-05-22 18:36:00 UTC",confirmed,"2014-05-22 18:40:11 UTC",Potholes,"2014-05-22 18:40:11 UTC",51.31783462,-2.473899883,Paulton,"{""latitude"":51.31783462,""longitude"":-2.473899883,""geojson"":{""type"":""Point"",""coordinates"":[-2.473899883,51.31783462]}}"
"Carriageway Subsidence",https://www.fixmystreet.com/report/566426,"2015-01-08 13:17:12 UTC",confirmed,"2015-01-08 13:20:23 UTC",Roads/highways,"2015-01-08 13:20:23 UTC",51.38024803,-2.362221222,Abbey,"{""latitude"":51.38024803,""longitude"":-2.362221222,""geojson"":{""type"":""Point"",""coordinates"":[-2.362221222,51.38024803]}}"
"Dead Cat in Road",https://www.fixmystreet.com/report/668088,"2015-07-27 21:49:48 UTC",confirmed,"2015-07-27 21:50:37 UTC",Roads/highways,"2015-07-27 21:50:37 UTC",51.41653,-2.395525,Charlcombe,"{""latitude"":51.41653,""longitude"":-2.395525,""geojson"":{""type"":""Point"",""coordinates"":[-2.395525,51.41653]}}"
"Abandoned vehicle",https://www.fixmystreet.com/report/6690,"2007-07-24 17:47:40 UTC",fixed,"2007-07-24 17:50:02 UTC","Abandoned vehicles","2007-10-19 09:03:23 UTC",51.28777525,-2.438049128,Radstock,"{""latitude"":51.28777525,""longitude"":-2.438049128,""geojson"":{""type"":""Point"",""coordinates"":[-2.438049128,51.28777525]}}"
Pothole,https://www.fixmystreet.com/report/438481,"2014-02-12 08:30:09 UTC","fixed - user","2014-02-12 08:35:04 UTC",Potholes,"2014-03-12 12:24:04 UTC",51.40115,-2.30764,Bathford,"{""latitude"":51.40115,""longitude"":-2.30764,""geojson"":{""type"":""Point"",""coordinates"":[-2.30764,51.40115]}}"
"Lack of dropped kerbs to enable access for disabled people",https://www.fixmystreet.com/report/406204,"2013-11-25 01:00:35 UTC",confirmed,"2013-11-25 23:05:15 UTC","Road traffic signs","2014-01-21 20:12:29 UTC",51.3814303,-2.361306618,Abbey,"{""latitude"":51.3814303,""longitude"":-2.361306618,""geojson"":{""type"":""Point"",""coordinates"":[-2.361306618,51.3814303]}}"
Pothole,https://www.fixmystreet.com/report/455377,"2014-03-17 22:47:55 UTC","fixed - user","2014-03-17 22:50:10 UTC",Potholes,"2015-02-13 21:08:00 UTC",51.33450482,-2.436209516,"Dunkerton and Tunley","{""latitude"":51.33450482,""longitude"":-2.436209516,""geojson"":{""type"":""Point"",""coordinates"":[-2.436209516,51.33450482]}}"
"Sign facing the wrong way and very faded road markings",https://www.fixmystreet.com/report/212801,"2011-11-11 12:29:43 UTC",confirmed,"2011-11-11 12:30:09 UTC","Road traffic signs","2012-01-06 12:45:22 UTC",51.289867,-2.476484,Norton-Radstock,"{""latitude"":51.289867,""longitude"":-2.476484,""geojson"":{""type"":""Point"",""coordinates"":[-2.476484,51.289867]}}"
"Anti dog-fouling sign has been knocked over",https://www.fixmystreet.com/report/1208,"2007-03-11 17:24:49 UTC",confirmed,"2007-03-11 17:30:03 UTC",Other,"2007-03-11 17:30:03 UTC",51.38905067,-2.364448851,Lansdown,"{""latitude"":51.38905067,""longitude"":-2.364448851,""geojson"":{""type"":""Point"",""coordinates"":[-2.364448851,51.38905067]}}"
"'Temporary' metal fence has been in place over a year",https://www.fixmystreet.com/report/542615,"2014-11-08 23:28:11 UTC",confirmed,"2014-11-08 23:30:12 UTC",Pavements/footpaths,"2015-01-06 10:22:11 UTC",51.388496,-2.364699,Lansdown,"{""latitude"":51.388496,""longitude"":-2.364699,""geojson"":{""type"":""Point"",""coordinates"":[-2.364699,51.388496]}}"
"DANGEROUS pavement",https://www.fixmystreet.com/report/471024,"2014-05-02 08:45:17 UTC",confirmed,"2014-05-02 08:50:15 UTC",Pavements/footpaths,"2014-05-02 08:50:15 UTC",51.37624691,-2.356049539,Widcombe,"{""latitude"":51.37624691,""longitude"":-2.356049539,""geojson"":{""type"":""Point"",""coordinates"":[-2.356049539,51.37624691]}}"
"Smell of gas",https://www.fixmystreet.com/report/596103,"2015-02-28 10:09:11 UTC",confirmed,"2015-02-28 10:45:23 UTC",Other,"2015-02-28 10:45:23 UTC",51.384469,-2.380709,Kingsmead,"{""latitude"":51.384469,""longitude"":-2.380709,""geojson"":{""type"":""Point"",""coordinates"":[-2.380709,51.384469]}}"
Bench,https://www.fixmystreet.com/report/127896,"2010-08-06 12:31:11 UTC",confirmed,"2010-08-06 12:35:02 UTC",Other,"2010-08-06 12:35:02 UTC",51.32270163,-2.364842399,Wellow,"{""latitude"":51.32270163,""longitude"":-2.364842399,""geojson"":{""type"":""Point"",""coordinates"":[-2.364842399,51.32270163]}}"
"Slow sign",https://www.fixmystreet.com/report/136306,"2010-10-03 13:56:12 UTC",fixed,"2010-10-04 15:05:02 UTC","Road traffic signs","2010-11-02 17:06:49 UTC",51.30428474,-2.403699953,Shoscombe,"{""latitude"":51.30428474,""longitude"":-2.403699953,""geojson"":{""type"":""Point"",""coordinates"":[-2.403699953,51.30428474]}}"
"Paving slab ",https://www.fixmystreet.com/report/151057,"2011-01-04 22:02:57 UTC",unconfirmed,,Pavements/footpaths,"2011-01-04 22:02:57 UTC",51.38270792,-2.34862245,Bathwick,"{""latitude"":51.38270792,""longitude"":-2.34862245,""geojson"":{""type"":""Point"",""coordinates"":[-2.34862245,51.38270792]}}"
"Pot holes at Junction of Flatts Lane and Clutton Hill",https://www.fixmystreet.com/report/319689,"2013-02-08 15:49:47 UTC","fixed - user","2013-02-08 15:50:36 UTC",Roads/highways,"2013-03-12 12:27:10 UTC",51.33661904,-2.5183984,Farmborough,"{""latitude"":51.33661904,""longitude"":-2.5183984,""geojson"":{""type"":""Point"",""coordinates"":[-2.5183984,51.33661904]}}"
"Potholes in Hatfield Buildings",https://www.fixmystreet.com/report/232683,"2012-02-18 18:08:27 UTC","fixed - user","2012-02-18 18:10:10 UTC",Potholes,"2012-03-18 10:05:22 UTC",51.376616,-2.351676,Widcombe,"{""latitude"":51.376616,""longitude"":-2.351676,""geojson"":{""type"":""Point"",""coordinates"":[-2.351676,51.376616]}}"
"Over grownweeds verging on road",https://www.fixmystreet.com/report/5313,"2007-06-13 23:43:29 UTC",confirmed,"2007-06-13 23:45:02 UTC",Roads/highways,"2007-06-13 23:45:02 UTC",51.36518755,-2.355858755,Widcombe,"{""latitude"":51.36518755,""longitude"":-2.355858755,""geojson"":{""type"":""Point"",""coordinates"":[-2.355858755,51.36518755]}}"
"Large amounts of uncollected rubbish.",https://www.fixmystreet.com/report/1594,"2007-03-20 12:12:27 UTC",confirmed,"2007-03-20 12:30:48 UTC",Other,"2007-03-20 12:30:48 UTC",51.38595888,-2.361677586,Abbey,"{""latitude"":51.38595888,""longitude"":-2.361677586,""geojson"":{""type"":""Point"",""coordinates"":[-2.361677586,51.38595888]}}"
"Fosse Lane byway",https://www.fixmystreet.com/report/369889,"2013-07-03 15:10:45 UTC","fixed - user","2013-07-03 15:15:09 UTC",Flytipping,"2013-08-01 08:34:28 UTC",51.29779558,-2.457247832,Radstock,"{""latitude"":51.29779558,""longitude"":-2.457247832,""geojson"":{""type"":""Point"",""coordinates"":[-2.457247832,51.29779558]}}"
Speeding?,https://www.fixmystreet.com/report/115677,"2010-05-23 21:05:09 UTC",confirmed,"2010-05-23 21:10:02 UTC",Other,"2010-09-14 16:21:59 UTC",51.39114061,-2.337725586,"Bathavon North","{""latitude"":51.39114061,""longitude"":-2.337725586,""geojson"":{""type"":""Point"",""coordinates"":[-2.337725586,51.39114061]}}"
"Trail of brown cattle slurry left",https://www.fixmystreet.com/report/192108,"2011-07-02 13:55:38 UTC",confirmed,"2011-07-02 14:00:09 UTC",Roads/highways,"2011-11-03 14:59:45 UTC",51.388203,-2.396065,Newbridge,"{""latitude"":51.388203,""longitude"":-2.396065,""geojson"":{""type"":""Point"",""coordinates"":[-2.396065,51.388203]}}"
Newspaper,https://www.fixmystreet.com/report/10332,"2007-11-01 16:39:01 UTC",fixed,"2007-11-01 17:05:02 UTC",Other,"2007-11-29 17:40:45 UTC",51.40015691,-2.33765782,Lambridge,"{""latitude"":51.40015691,""longitude"":-2.33765782,""geojson"":{""type"":""Point"",""coordinates"":[-2.33765782,51.40015691]}}"
"Weeds along pavement",https://www.fixmystreet.com/report/609430,"2015-03-22 15:43:09 UTC",confirmed,"2015-03-22 16:55:24 UTC","Street cleaning","2015-06-27 23:39:59 UTC",51.284623,-2.466221,Westfield,"{""latitude"":51.284623,""longitude"":-2.466221,""geojson"":{""type"":""Point"",""coordinates"":[-2.466221,51.284623]}}"
"Overgrown weeds growing all along edge of pavement",https://www.fixmystreet.com/report/412621,"2013-12-18 21:31:29 UTC",confirmed,"2013-12-18 21:35:09 UTC",Pavements/footpaths,"2015-12-24 22:03:37 UTC",51.28487606,-2.471266066,Westfield,"{""latitude"":51.28487606,""longitude"":-2.471266066,""geojson"":{""type"":""Point"",""coordinates"":[-2.471266066,51.28487606]}}"
"Leylandii obscuring lights of zebra crossing",https://www.fixmystreet.com/report/274,"2007-02-26 16:58:26 UTC",unconfirmed,,Other,"2007-02-26 16:58:26 UTC",51.36108468,-2.349360669,"Combe Down","{""latitude"":51.36108468,""longitude"":-2.349360669,""geojson"":{""type"":""Point"",""coordinates"":[-2.349360669,51.36108468]}}"
"Trip Hazard in Cooks Hill (road used as pavement)",https://www.fixmystreet.com/report/321263,"2013-02-12 11:24:56 UTC",confirmed,"2013-02-12 11:25:25 UTC",Roads/highways,"2013-03-12 12:20:53 UTC",51.33002974,-2.54698002,Clutton,"{""latitude"":51.33002974,""longitude"":-2.54698002,""geojson"":{""type"":""Point"",""coordinates"":[-2.54698002,51.33002974]}}"
"Damaged traffic island",https://www.fixmystreet.com/report/92604,"2010-01-31 09:55:46 UTC",confirmed,"2010-01-31 10:00:03 UTC","Road traffic signs","2010-05-11 11:05:32 UTC",51.39887981,-2.450638612,Saltford,"{""latitude"":51.39887981,""longitude"":-2.450638612,""geojson"":{""type"":""Point"",""coordinates"":[-2.450638612,51.39887981]}}"
"Drains blocked",https://www.fixmystreet.com/report/411839,"2013-12-16 11:33:51 UTC",confirmed,"2013-12-16 11:40:15 UTC","Street cleaning","2014-01-13 18:13:59 UTC",51.33534769,-2.301934119,Freshford,"{""latitude"":51.33534769,""longitude"":-2.301934119,""geojson"":{""type"":""Point"",""coordinates"":[-2.301934119,51.33534769]}}"
"Abandoned car",https://www.fixmystreet.com/report/440093,"2014-02-14 18:55:01 UTC","fixed - user","2014-02-14 19:00:54 UTC","Abandoned vehicles","2014-03-14 19:31:25 UTC",51.29881634,-2.456907517,Radstock,"{""latitude"":51.29881634,""longitude"":-2.456907517,""geojson"":{""type"":""Point"",""coordinates"":[-2.456907517,51.29881634]}}"
"Potholes by war memorial and on park road",https://www.fixmystreet.com/report/185222,"2011-05-18 15:55:07 UTC",confirmed,"2011-05-18 16:00:01 UTC",Potholes,"2011-05-18 16:00:01 UTC",51.306306,-2.501784,Paulton,"{""latitude"":51.306306,""longitude"":-2.501784,""geojson"":{""type"":""Point"",""coordinates"":[-2.501784,51.306306]}}"
